,Case Number,Date,Year,Month,Hour,Place,Area,Location,Activity,Sex,Fatal
5350,1898.07.15,1898.07.15,1898,07,Unknown,YEMEN,Aden,Outer Harbor,Swimming,M,1
5351,1898.07.14,1898.07.14,1898,07,Unknown,YEMEN,Aden,Sapper Bay,Others,M,1
5352,1898.07.00,1898.07.00,1898,07,Unknown,CUBA,Santiago de Cuba Province,Santiago de Cuba,Swimming,M,1
5353,1898.06.22,1898.06.22,1898,06,Unknown,NEW CALEDONIA,South Province,Noumea,Others,M,1
5354,1898.04.13,1898.04.13,1898,04,Unknown,FIJI,Muala,,Others,M,0
5363,1897.12.04.R,1897.12.04,1897,12,Unknown,USA,East coast,,Others,M,0
5364,1897.10.15,1897.10.15,1897,10,Unknown,MEXICO,Vera Cruz,Vera Cruz Harbor,Diving,M,0
5365,1897.10.05.R,1897.10.05,1897,10,Unknown,MARSHALL ISLANDS,Ratak,Ailuk Island,Fishing,,1
5366,1897.09.17,1897.09.17,1897,09,Unknown,USA,Rhode Island,Point Judith,Fishing,M,0
5367,1897.09.06,1897.09.06,1897,09,Unknown,USA,South Carolina,"Elliott Cut, Charleston County",Others,M,0
5368,1897.07.21,1897.07.21,1897,07,Unknown,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",Fishing,M,1
5369,1897.06.09,1897.06.09,1897,06,Unknown,YEMEN,Socotra Islands,Socotra,Others,,1
5370,1897.03.15.b.R,1897.03.15.b,1897,03,Unknown,,Mediterranean Sea,,Swimming,M,1
5371,1897.03.15.a.R,1897.03.15.a,1897,03,Unknown,USA,Massachusetts,30 miles south of Lynn,Fishing,M,1
5374,1896.12.23,1896.12.23,1896,12,05:00,AUSTRALIA,Victoria,Hobson's Bay,Fishing,M,0
5375,1896.12.20,1896.12.20,1896,12,Unknown,NEW ZEALAND,North Island,"Marine Parade, Napier, Hawke Bay",Others,M,1
5376,1896.12.17.R,1896.12.17,1896,12,Unknown,NEW ZEALAND,South Island,Hoiktika,Others,M,1
5377,1896.11.29,1896.11.29,1896,11,Unknown,AUSTRALIA,Western Australia,Albany,Swimming,M,1
5378,1896.11.01,1896.11.01,1896,11,Unknown,AUSTRALIA,Western Australia,Esperance,Others,M,1
5379,1896.09.11.R,1896.09.11,1896,09,Unknown,SRI LANKA,,,Diving,M,0
5380,1896.07.25,1896.07.25,1896,07,10:30,USA,Hawaii,"Kahului, Maui",Fishing,M,1
5381,1896.06.21.R,1896.06.21,1896,06,Unknown,USA,South Carolina,Charleston,Others,M,0
5382,1896.01.11,1896.01.11,1896,01,Unknown,AUSTRALIA,New South Wales,"Johnstone's Bay, Sydney",Others,M,1
5385,1895.12.09,1895.12.09,1895,12,Unknown,AUSTRALIA,New South Wales,"West Balmain, Sydney",Others,M,1
5386,1895.11.21.R,1895.11.21,1895,11,Unknown,BARBADOS,St Michael Parish,Bridgetown,Diving,M,0
5387,1895.11.16,1895.11.16,1895,11,Unknown,AUSTRALIA,New South Wales,Jervis Bay,Fishing,M,1
5388,1895.09.18,1895.09.18,1895,09,Unknown,CUBA,Havana Province,Havana Harbor,Others,M,1
5389,1895.09.14.R,1895.09.14,1895,09,Unknown,YEMEN,Aden,,Diving,M,1
5390,1895.09.00,1895.09.00,1895,09,Unknown,USA,North Carolina,"Near the mouth of the Cape Fear River, Brunswick County",Fishing,,0
5391,1895.08.11,1895.08.11,1895,08,05:00,USA,Rhode Island,Noyes Beach,Swimming,M,1
5392,1895.08.02,1895.08.02,1895,08,Unknown,USA,New Jersey,Raritan Bay,Fishing,M,0
5393,1895.07.16.R,1895.07.16,1895,07,Unknown,JAPAN,,,Others,M,1
5394,1895.06.13.R,1895.06.13,1895,06,Unknown,,,,Diving,M,0
5395,1895.06.03.R,1895.06.03,1895,06,Unknown,AUSTRALIA,Western Australia,Barrow Passage,Diving,M,1
5396,1895.05.21,1895.05.21,1895,05,Unknown,BAHAMAS,Bimini Islands,Off Gun Cay,Others,M,0
5397,1895.05.03,1895.05.03,1895,05,Unknown,NEW ZEALAND,South Island,Preservation Inlet,Others,M,1
5398,1895.04.29,1895.04.29,1895,04,12:00,SOUTH AFRICA,Eastern Cape Province,Mzimvubu River,Others,M,1
5399,1895.04.23,1895.04.23,1895,04,Unknown,NEW ZEALAND,South Island,Oamaru,Swimming,M,0
5400,1895.03.29.R,1895.03.29,1895,03,Unknown,INDONESIA,Moluccas,South Aroo Island,Swimming,M,1
5401,1895.03.15,1895.03.15,1895,03,Unknown,AUSTRALIA,Queensland,Burnett River,Swimming,M,0
5402,1895.02.27,1895.02.27,1895,02,Unknown,AUSTRALIA,New South Wales,Sydney Harbor,Swimming,M,1
5403,1895.02.23.R,1895.02.23,1895,02,Unknown,PANAMA,Bocas del Toro,,Swimming,M,1
5405,1894.12.11,1894.12.11,1894,12,Unknown,USA,Florida,"North Beach, St. Augustine",Fishing,M,0
5406,1894.11.28,1894.11.28,1894,11,Unknown,AUSTRALIA,New South Wales,Newcastle,Others,M,0
5407,1894.10.06.R,1894.10.06,1894,10,Unknown,USA,Alabama,Mobile Bay,Swimming,M,1
5408,1894.09.12.R,1894.09.12,1894,09,Unknown,USA,Virginia,Norfolk,Others,M,0
5409,1894.09.06.R,1894.09.06,1894,09,Unknown,FIJI,Vita Levu,Rewa River,Others,F,0
5410,1894.09.01.R,1894.09.01,1894,09,Unknown,USA,Texas,Rockport,Fishing,M,0
5411,1894.08.21,1894.08.21,1894,08,Unknown,USA,New York,"Woolsey's Point, East River",Swimming,F,0
5412,1894.08.01,1894.08.01,1894,08,Unknown,USA,Florida,"Jacksonville, Duval County",Swimming,M,0
5413,1894.07.15.R,1894.07.15,1894,07,Unknown,FRANCE,Provence,"la Badine, Hyères",Fishing,M,1
5414,1894.06.29,1894.06.29,1894,06,Unknown,USA,Florida,Anastasia Island,Others,M,0
5415,1894.06.25,1894.06.25,1894,06,Unknown,SOUTH AFRICA,Western Cape Province,Simons Town,Swimming,M,1
5416,1894.06.15.b.R,1894.06.15.b,1894,06,Unknown,USA,North Carolina,"New Bern, Craven County",Others,M,0
5417,1894.06.15.a.R,1894.06.15.a,1894,06,Unknown,MEXICO,Bay of Campeche,,Others,M,1
5418,1894.04.28.b.R,1894.04.28.b,1894,04,Unknown,BURMA,Rangoon,Amherst,Others,F,1
5419,1894.04.28.a.R,1894.04.28.a,1894,04,Unknown,BURMA,Rangoon,Amherst,Others,F,1
5420,1893.10.20.R,1893.10.20,1893,10,Unknown,INDIA,Bay of Bengal,Madras Harbor,Others,M,1
5421,1893.10.16,1893.10.16,1893,10,Unknown,CROATIA,Primorje-Gorski Kotar County,"Off Volusca, Opatija",Others,,0
5422,1893.07.03,1893.07.03,1893,07,Unknown,PHILIPPINES,,Off Manila,Others,M,1
5423,1893.06.22,1893.06.22,1893,06,Unknown,LEBANON,,Off Tripoli,Others,M,1
5424,1893.06.22.R,1893.06.22,1893,06,Unknown,NIGERIA,Bayelsa State,Mouth of the Nun River,Others,M,1
5425,1893.05.23.R,1893.05.23,1893,05,Unknown,FIJI,,Between Kadavu & Beqa,Others,F,1
5426,1893.05.17,1893.05.17,1893,05,16:00,CUBA,Havana Province,Havana Harbor,Others,M,1
5427,1893.04.15,1893.04.15,1893,04,Unknown,SOUTH ATLANTIC OCEAN,,,Swimming,M,0
5428,1893.04.14,1893.04.14,1893,04,Unknown,AUSTRALIA,Queensland,Torres Strait,Swimming,M,0
5429,1893.04.04,1893.04.04,1893,04,16:30,AUSTRALIA,Tasmania,"Chimney Point, George’s Bay",Swimming,M,1
5430,1893.01.30.R,1893.01.30,1893,01,Unknown,NEW ZEALAND,South Island,Downs River,Others,M,1
5431,1893.01.18.R,1893.01.18,1893,01,Unknown,FRENCH POLYNESIA,,One week out of Pápete,Others,M,1
5433,1892.12.15,1892.12.15,1892,12,Unknown,ATLANTIC OCEAN,,,Others,M,1
5434,1892.11.09.R,1892.11.09,1892,11,Unknown,AUSTRALIA,Norfolk Island,,Fishing,M,0
5435,1892.11.06,1892.11.06,1892,11,Unknown,AUSTRALIA,Queensland,"Wellington Point, Brisbane",Swimming,F,0
5436,1892.09.16.R,1892.09.16,1892,09,Unknown,USA,Texas,Velasco,Others,M,0
5437,1892.06.24,1892.06.24,1892,06,Unknown,FRANCE,Brittany,Brest,Fishing,,
5438,1892.06.20.R,1892.06.20,1892,06,Unknown,CUBA,Havana Province,Havana Harbor,Others,M,1
5439,1892.05.19.R,1892.05.19,1892,05,Unknown,NEW ZEALAND,North Island,Rockhampton,Others,M,0
5440,1892.04.21.R,1892.04.21,1892,04,Unknown,BAHAMAS,Out Islands,,Others,M,1
5441,1892.03.25.R,1892.03.25,1892,03,Unknown,PACIFIC OCEAN,,,Others,M,1
5442,1892.03.02,1892.03.02,1892,03,Unknown,AUSTRALIA,New South Wales,Lake Macquarie,Fishing,M,0
5444,1891.12.31.R,1891.12.31,1891,12,Unknown,AUSTRALIA,New South Wales,,Swimming,M,0
5445,1891.12.22.R,1891.12.22,1891,12,Unknown,NEW ZEALAND,North Island,"Manukau Harbor, 6 miles south of Auckland",Swimming,M,0
5446,1891.09.14.R,1891.09.14,1891,09,Unknown,KIRIBATI,Line Islands,Flint Island,Others,,1
5447,1891.08.30.R,1891.08.30,1891,08,Unknown,CANADA,Nova Scotia,Halifax,Others,M,1
5448,1891.08.29,1891.08.29,1891,08,Unknown,USA,New Jersey,"Off Longport, Atlantic County",Others,M,0
5449,1891.06.11,1891.06.11,1891,06,Unknown,USA,Virginia,Hampton Roads,Fishing,M,1
5450,1891.03.10,1891.03.10,1891,03,Unknown,PARAGUAY,,,Others,,1
5451,1891.01.08.R,1891.01.08,1891,01,Unknown,JAMAICA,Kingston Parish,Port Royal Harbour,Others,M,1
5452,1890.12.30,1890.12.30,1890,12,Unknown,AUSTRALIA,Queensland,Moreton Bay,Swimming,,1
5453,1890.12.27.R,1890.12.27,1890,12,Unknown,BRITISH NEW GUINEA,Woodlark Islands,Off Panamota,Others,M,0
5454,1890.10.25.R,1890.10.25,1890,10,Unknown,ATLANTIC OCEAN,,,Others,M,1
5455,1890.08.17.R,1890.08.17,1890,08,Unknown,USA,New Jersey,"Off Normandie-by-the-Sea, Monmouth County",Fishing,,0
5456,1890.08.09,1890.08.09,1890,08,Unknown,USA,Connecticut,"Bridgeport, Fairfield County",Others,M,0
5457,1890.08.08,1890.08.08,1890,08,Unknown,SAMOA,Upolu Island,Apia Harbour,Others,M,0
5458,1890.06.26,1890.06.26,1890,06,Unknown,CROATIA,,Fiume,Swimming,M,0
5459,1890.06.14.R,1890.06.14,1890,06,Unknown,PERSIAN GULF,,,Others,M,0
5460,1890.06.02.R,1890.06.02,1890,06,Unknown,EGYPT,,Port Said,Swimming,M,1
5461,1890.05.14,1890.05.14,1890,05,Unknown,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,Others,M,0
5462,1890.02.25,1890.02.25,1890,02,Unknown,MALTA,Munxar Reef,Marsascala,Fishing,M,1
5468,1889.11.29.R,1889.11.29,1889,11,Unknown,GREECE,Northern Peloponnese,Patras,Others,,
5469,1889.11.22,1889.11.22,1889,11,Unknown,AUSTRALIA,Queensland,Bowen,Others,M,1
5470,1889.11.16,1889.11.16,1889,11,Unknown,USA,Hawaii,Honolulu,Others,M,1
5471,1889.10.03.R,1889.10.03,1889,10,Unknown,INDIA,Tamil Nadu,Madras,Swimming,M,1
5472,1889.07.21,1889.07.21,1889,07,Unknown,USA,Florida,"Fernandina, Nassau County",Swimming,M,1
5473,1889.07.19,1889.07.19,1889,07,07:30,USA,Texas,West Bay near Galveston,Fishing,M,0
5474,1889.07.08,1889.07.08,1889,07,Unknown,AUSTRALIA,Victoria,Port Phillip,Others,M,1
5475,1889.01.31.R,1889.01.31,1889,01,Unknown,USA,Florida,Hillsborough Bay,Fishing,,0
5476,1889.01.00,1889.01.00,1889,01,Unknown,SIERRA LEONE,Western Area,Freetown,Others,M,1
5477,1888.12.25.R,1888.12.25,1888,12,Unknown,INDIAN OCEAN,Between Perth & Colombo,,Swimming,M,0
5478,1888.12.09,1888.12.09,1888,12,13:00,AUSTRALIA,New South Wales,"Iron Cove Bridge, Sydney (Estuary)",Swimming,M,1
5479,1888.12.00,1888.12.00,1888,12,Unknown,AUSTRALIA,New South Wales,"Hawkesbury Bridge, Sydney",Others,M,1
5480,1888.10.23.R,1888.10.23,1888,10,Unknown,CROATIA,Primorje-Gorski Kotar County,Rijeka,Others,,1
5481,1888.08.14,1888.08.14,1888,08,Unknown,CANADA,Nova Scotia,Off Sable Island,Others,M,1
5482,1888.08.01.R,1888.08.01,1888,08,Unknown,USA,New York,,Others,,0
5483,1888.07.20.R,1888.07.20,1888,07,Unknown,JAMAICA,,,Others,M,1
5484,1888.07.13.R,1888.07.13,1888,07,Unknown,INDIA,Gujarat,Cutch Coast,Others,M,1
5485,1888.07.04,1888.07.04,1888,07,Unknown,CROATIA,Lukovo,,Others,,1
5486,1888.06.24,1888.06.24,1888,06,Unknown,AUSTRALIA,Victoria,Port Melbourne,Fishing,,0
5487,1888.06.18.R,1888.06.18,1888,06,Unknown,AUSTRALIA,Victoria,"Point Cook, Port Phillip Bay",Others,M,1
5488,1888.02.17,1888.02.17,1888,02,06:00,NEW ZEALAND,South Island,Oamaru,Others,M,0
5489,1888.02.00,1888.02.00,1888,02,Unknown,SOUTH AFRICA,Eastern Cape Province,Mzimvubu River mouth,Others,M,1
5490,1888.01.22,1888.01.22,1888,01,Unknown,AUSTRALIA,New South Wales,Sydney Harbor,Others,M,0
5492,1887.12.22.R,1887.12.22,1887,12,Unknown,HONDURAS,Cortés,Off Puerto Cortez (Caribbean coast),Others,M,1
5493,1887.12.04,1887.12.04,1887,12,11:30,AUSTRALIA,New South Wales,"Ryde, Sydney (Estuary)",Others,M,1
5494,1887.10.18,1887.10.18,1887,10,Unknown,USA,Florida,"Between Lake Worth & Biscayne Bay, near Hillsboro",Others,M,1
5495,1887.10.00,1887.10.00,1887,10,Unknown,BAHAMAS,,,Others,M,1
5496,1887.09.22,1887.09.22,1887,09,Unknown,ITALY,,Trieste,Swimming,M,0
5497,1887.09.06,1887.09.06,1887,09,Unknown,CROATIA,Primorje-Gorski Kotar County,Kraljevica,Others,,1
5498,1887.03.12,1887.03.12,1887,03,Unknown,AUSTRALIA,South Australia,Black Point,Others,,0
5499,1887.02.08.R,1887.02.08,1887,02,Unknown,NEW ZEALAND,North Island,Kaipara,Swimming,M,1
5500,1887.02.08,1887.02.08,1887,02,Unknown,SOUTH AFRICA,Western Cape Province,Blaauwberg,Others,,0
5501,1887.01.20,1887.01.20,1887,01,03:00,BRAZIL,Alagoas,Maceió,Others,M,1
5502,1887.01.12,1887.01.12,1887,01,12:00,SOUTH AFRICA,Eastern Cape Province,"Mzimvubu River, 9.6 km from the sea",Swimming,M,1
5504,1886.08.00.c,1886.08.00,1886,08,Unknown,USA,New Jersey,"Shrewsbury River, Highlands, Monmouth County",Others,M,0
5505,1886.08.00.b,1886.08.00,1886,08,Unknown,USA,New Jersey,"Sandy Hook Bay, Highlands, Monmouth County",Others,,0
5506,1886.08.00.a,1886.08.00,1886,08,Unknown,USA,New Jersey,"Shrewsbury River, Highlands, Monmouth County",Others,M,0
5507,1886.06.17,1886.06.17,1886,06,Unknown,AUSTRALIA,Queensland,Off Bribie Heads,Swimming,M,1
5508,1886.06.02,1886.06.02,1886,06,Unknown,USA,Hawaii,"Hamakua Homakua, Hawai'i",Fishing,F,1
5509,1886.05.06,1886.05.06,1886,05,12:00,NEW CALEDONIA,South Province,Noumea,Others,M,1
5510,1886.04.26,1886.04.26,1886,04,Unknown,AUSTRALIA,Queensland,Rothesay Bay,Others,M,0
5511,1886.04.11,1886.04.11,1886,04,Unknown,NEW ZEALAND,South Island,Near the mouth of the Clarence River,Others,M,1
5512,1886.03.06.R,1886.03.06,1886,03,Unknown,NEW ZEALAND,South Island,Dunedin,Others,M,0
5513,1886.03.00,1886.03.00,1886,03,Unknown,AUSTRALIA,New South Wales,"Dobroyd Head, Watson Bay, Sydney",Others,M,1
5514,1886.02.13.R,1886.02.13,1886,02,Unknown,AUSTRALIA,Victoria,Mordialloc,Fishing,M,0
5515,1886.01.28,1886.01.28,1886,01,07:00,SOUTH AFRICA,Eastern Cape Province,"South Jetty, Port Elizabeth",Diving,M,0
5516,1886.01.26,1886.01.26,1886,01,Unknown,AUSTRALIA,Queensland,,Diving,M,0
5517,1886.01.01,1886.01.01,1886,01,Unknown,SOUTH AFRICA,Western Cape Province,Groot River,Swimming,M,1
5519,1885.11.26.R,1885.11.26,1885,11,Unknown,AUSTRALIA,Queensland,Brisbane,Others,,0
5520,1885.11.26,1885.11.26,1885,11,Unknown,AUSTRALIA,Western Australia,Bunbury,Others,M,0
5521,1885.08.17,1885.08.17,1885,08,Unknown,ATLANTIC OCEAN,,,Others,M,1
5522,1885.07.26.c,1885.07.26,1885,07,Unknown,USA,Hawaii,Kau District,Others,M,0
5523,1885.07.26.b,1885.07.26,1885,07,Unknown,USA,Hawaii,Kau District,Others,M,0
5524,1885.07.26.a,1885.07.26,1885,07,Unknown,USA,Hawaii,Kau District,Others,M,1
5525,1885.04.16.R,1885.04.16,1885,04,Unknown,,,,Swimming,M,1
5526,1885.04.09,1885.04.09,1885,04,Unknown,NEW ZEALAND,North Island,Auckland,Others,M,0
5527,1885.03.28,1885.03.28,1885,03,Unknown,SOUTH AFRICA,KwaZulu-Natal,Kokstad District,Fishing,M,0
5528,1884.12.13,1884.12.13,1884,12,Unknown,AUSTRALIA,South Australia,Port Phillip,Others,M,1
5529,1884.12.08.R,1884.12.08,1884,12,02:00,FRANCE,Côte d'Azur ,Between Nice & Villefranche,Others,F,1
5530,1884.08.28.R.,1884.08.28.R.,1884,08,Unknown,USA,New Jersey,"Bayonne, Hudson County",Others,M,0
5531,1884.08.18,1884.08.18,1884,08,Unknown,USA,New York,Jamaica Bay,Others,M,0
5532,1884.01.16,1884.01.16,1884,01,Unknown,SOUTH AFRICA,Eastern Cape Province,"South Jetty, Port Elizabeth",Swimming,M,1
5533,1884.01.14,1884.01.14,1884,01,Unknown,AUSTRALIA,South Australia,"Port Pirie, Spencer Gulf, 230 km north of Adelaide",Others,F,1
5534,1883.12.19,1883.12.19,1883,12,12:00,AUSTRALIA,New South Wales,Parramatta River,Swimming,M,1
5535,1883.09.14.R,1883.09.14,1883,09,Unknown,AUSTRALIA,Tasmania,Between Port Arthur Penal Colony & Forestier Peninsula,Swimming,M,1
5536,1883.07.05,1883.07.05,1883,07,Unknown,GEORGIA,,"Savannah River, Chatham County",Fishing,M,0
5537,1883.02.26.R,1883.02.26,1883,02,Unknown,AUSTRALIA,Northern Territory,the pearling beds,Diving,M,0
5538,1883.02.25.R,1883.02.25,1883,02,Unknown,AUSTRALIA,Northern Territory,the pearling beds,Diving,M,1
5539,1883.01.21,1883.01.21,1883,01,05:30,AUSTRALIA,New South Wales,"Iron Cove, Sydney",Others,M,1
5544,1882.12.03,1882.12.03,1882,12,Unknown,NEW ZEALAND,South Island,New Brighton,Others,M,0
5545,1882.11.12.b,1882.11.12,1882,11,Unknown,NEW ZEALAND,North Island,"Tararu, Thames",Others,M,0
5546,1882.11.12.a,1882.11.12,1882,11,Unknown,NEW ZEALAND,North Island,"Tararu, Thames",Others,M,0
5547,1882.09.00,1882.09.00,1882,09,Unknown,JAPAN,,,Others,M,0
5548,1882.05.14,1882.05.14,1882,05,Unknown,AUSTRALIA,New South Wales,Millers Point,Others,M,0
5549,1882.05.12.R,1882.05.12,1882,05,Unknown,AUSTRALIA,,,Diving,M,1
5550,1882.04.15,1882.04.15,1882,04,Unknown,AUSTRALIA,New South Wales,Lake Macquarie,Fishing,M,1
5551,1882.02.07.R,1882.02.07,1882,02,Unknown,AUSTRALIA,,,Diving,M,1
5552,1882.01.23.R,1882.01.23,1882,01,Unknown,AUSTRALIA,New South Wales,"Darling Harbor, Sydney",Others,M,1
5555,1881.11.13,1881.11.13,1881,11,Unknown,AUSTRALIA,New South Wales,"Johnstone's Bay, Sydney",Swimming,M,0
5556,1881.10.16,1881.10.16,1881,10,Unknown,USA,Florida,"Pensacola Bay, Escambia County",Others,M,1
5557,1881.09.05,1881.09.05,1881,09,Unknown,USA,North Carolina,"Elizabeth City, Pasquotank County ",Others,M,1
5558,1881.08.16.R,1881.08.16,1881,08,Unknown,,Western Banks,,Others,M,1
5559,1881.08.12,1881.08.12,1881,08,Unknown,USA,Rhode Island,Providence,Swimming,M,0
5560,1881.06.25,1881.06.25,1881,06,Unknown,,,Santa Cruz,Others,M,0
5561,1881.06.13,1881.06.13,1881,06,Unknown,USA,Alabama,Mobile Bay,Others,M,1
5564,1880.11.25,1880.11.25,1880,11,Unknown,AUSTRALIA,Queensland,"Petrie Bight, Brisbane River",Swimming,M,1
5565,1880.10.10,1880.10.10,1880,10,Unknown,AUSTRALIA,New South Wales,Bermagui,Others,M,1
5566,1880.08.08,1880.08.08,1880,08,11:45,MOZAMBIQUE,,,Swimming,M,1
5567,1880.07.25,1880.07.25,1880,07,15:00,USA,New York,The Narrows,Others,M,0
5568,1880.05.15,1880.05.15,1880,05,11:00,INDIA,West Bengal,Ganges River,Others,M,0
5569,1880.05.14,1880.05.14,1880,05,Unknown,INDIA,West Bengal,Hoogly River,Others,F,0
5570,1880.05.07.R,1880.05.07,1880,05,Unknown,MEXICO,Guerro,Acapulco,Others,M,1
5571,1880.05.02.b,1880.05.02,1880,05,12:00,INDIA,West Bengal,(Calcutta),Others,M,1
5572,1880.05.02.a,1880.05.02,1880,05,10:00,INDIA,West Bengal,"Panihati, 4 miles south of Barrackpore on the Hoogly River",Others,M,1
5573,1880.01.22,1880.01.22,1880,01,13:00,AUSTRALIA,New South Wales,"Chowder Bay, Sydney",Fishing,,0
5574,1880.01.03,1880.01.03,1880,01,Unknown,AUSTRALIA,New South Wales,Cooranbong,Others,F,0
5579,1879.12.24,1879.12.24,1879,12,Unknown,INDIA,Andaman Islands,Port Blair,Swimming,M,1
5580,1879.11.10,1879.11.10,1879,11,Unknown,AUSTRALIA,New South Wales,Clarence Heads,Swimming,M,0
5581,1879.09.22,1879.09.22,1879,09,Unknown,SPAIN,Valencia,Castellon de la Plana,Fishing,,0
5582,1879.08.30.R,1879.08.30,1879,08,Unknown,FIJI,Lau Group,Totoya ,Others,M,0
5583,1879.07.03,1879.07.03,1879,07,Unknown,USA,California,"Los Angeles, Los Angeles County",Others,M,0
5584,1879.03.19,1879.03.19,1879,03,Unknown,NEW ZEALAND,North Island,Napier,Others,M,1
5585,1879.03.10,1879.03.10,1879,03,Unknown,AUSTRALIA,New South Wales,Near Sydney,Others,M,1
5587,1878.11.17,1878.11.17,1878,11,Unknown,AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor",Others,M,0
5588,1878.10.24.R,1878.10.24,1878,10,Unknown,INDONESIA,East Java,Probolinggo,Swimming,M,1
5589,1878.10.13,1878.10.13,1878,10,Unknown,,,,Others,M,1
5590,1878.09.14.R,1878.09.14,1878,09,Unknown,USA,Connecticut,"Branford, New Haven County",Fishing,M,0
5591,1878.09.02.b,1878.09.02,1878,09,Unknown,SOUTH ATLANTIC OCEAN,Off the coast of West Africa,,Others,M,0
5592,1878.09.02.a,1878.09.02,1878,09,Unknown,SOUTH ATLANTIC OCEAN,Off the coast of West Africa,,Others,M,1
5593,1878.08.09,1878.08.09,1878,08,Unknown,USA,New York,East River,Swimming,M,1
5594,1878.08.08,1878.08.08,1878,08,Unknown,USA,New York,Brooklyn,Swimming,M,1
5595,1878.06.10,1878.06.10,1878,06,Unknown,PHILIPPINES,Misamis Oriental,Cagayan de Oro,Others,F,1
5596,1878.03.30.R,1878.03.30,1878,03,Unknown,NEW GUINEA,,,Others,M,0
5597,1878.02.13,1878.02.13,1878,02,Unknown,SOUTH AFRICA,Western Cape Province,Olifantbos Point,Others,M,1
5599,1877.12.15.R,1877.12.15,1877,12,Unknown,FIJI,,,Others,,1
5600,1877.12.15,1877.12.15,1877,12,Unknown,AUSTRALIA,New South Wales,"Peacock Point, Balmain, Sydney",Others,M,0
5601,1877.12.12,1877.12.12,1877,12,Unknown,AUSTRALIA,New South Wales,Near Sydney,Others,M,1
5602,1877.09.15,1877.09.15,1877,09,Unknown,AUSTRALIA,New South Wales,Port Jackson,Fishing,M,0
5603,1877.08.28.R,1877.08.28,1877,08,Unknown,INDIAN OCEAN,,,Others,M,1
5604,1877.04.07,1877.04.07,1877,04,Unknown,AUSTRALIA,Tasmania,Smelting Works Bay near Hobart,Others,M,0
5605,1877.04.04.,1877.04.04.,1877,04,Unknown,AUSTRALIA,Victoria,Portarlington,Others,M,0
5606,1877.03.16,1877.03.16,1877,03,Unknown,ITALY,Strait of Messina,Off Calabria,Others,M,0
5607,1877.03.11,1877.03.11,1877,03,Unknown,FIJI,Viti Levu Island,"Na Koro Vatu, Rewa River",Others,M,0
5608,1877.02.17.R,1877.02.17,1877,02,Unknown,AUSTRALIA,Victoria,Off Melbourne,Fishing,M,0
5609,1877.01.28,1877.01.28,1877,01,Unknown,AUSTRALIA,Victoria,Emerald Hill,Others,M,1
5610,1877.01.24.R,1877.01.24,1877,01,Unknown,AUSTRALIA,Victoria,Boarding School Bay,Swimming,F,0
5611,1877.01.04,1877.01.04,1877,01,Unknown,SOUTH AFRICA,KwaZulu-Natal,Durban,Others,M,1
5613,1876.09.07.R,1876.09.07,1876,09,Unknown,GREECE,Cyclades archipelago,Between the islands of Tenos and Andros,Diving,M,1
5614,1876.06.04.R,1876.06.04,1876,06,Unknown,USA,Georgia,Cumberland Island,Others,M,0
5615,1876.05.14,1876.05.14,1876,05,Unknown,AUSTRALIA,New South Wales,Sydney Harbour,Swimming,M,1
5616,1876.02.06,1876.02.06,1876,02,Unknown,AUSTRALIA,Victoria,Albert Park in Port Phillip Bay,Others,M,1
5621,1875.11.27.R,1875.11.27,1875,11,Unknown,AUSTRALIA,New South Wales,Clarence Heads,Fishing,M,0
5622,1875.08.10,1875.08.10,1875,08,Unknown,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",Others,,1
5623,1875.03.03,1875.03.03,1875,03,Unknown,NEW ZEALAND,North Island,Tauranga,Others,M,1
5624,1875.01.20.R,1875.01.20,1875,01,Unknown,AUSTRALIA,Queensland,Mary River,Others,M,0
5625,1874.11.21,1874.11.21,1874,11,Unknown,AUSTRALIA,Queensland,Maryborough,Others,M,0
5627,1874.11.14.R,1874.11.14,1874,11,Unknown,CROATIA,Zadar County,"Lika-Senj, Pag Island",Fishing,,0
5628,1874.07.23,1874.07.23,1874,07,Unknown,FRANCE,,,Fishing,,0
5629,1874.07.15.R,1874.07.15,1874,07,Unknown,USA,Hawaii,Waikiki,Fishing,M,0
5630,1874.07.15,1874.07.15,1874,07,Unknown,USA,New York,Coney Island,Others,M,0
5631,1874.06.15.b.R,1874.06.15.b,1874,06,Unknown,KIRIBATI,Gilbert Islands,Beru,Others,M,1
5632,1874.06.15.a.R,1874.06.15.a,1874,06,Unknown,,,,Others,M,0
5633,1874.04.20.R,1874.04.20,1874,04,Unknown,CANADA,Newfoundland,St. Pierre Bank,Fishing,M,0
5634,1874.01.09,1874.01.09,1874,01,Unknown,AUSTRALIA,New South Wales,"Darling Harbor, Sydney",Others,M,0
5636,1873.07.28,1873.07.28,1873,07,Unknown,USA,Maryland,Chester River,Fishing,M,0
5637,1873.06.09.R,1873.06.09,1873,06,Unknown,AUSTRALIA,New South Wales,Newcastle,Others,M,1
5638,1873.01.09.R,1873.01.09,1873,01,Unknown,AUSTRALIA,Queensland,White Cliffs,Others,M,0
5640,1872.11.30.R,1872.11.30,1872,11,Unknown,INDIAN OCEAN,,,Swimming,M,1
5641,1872.11.24,1872.11.24,1872,11,Unknown,AZORES,,,Others,M,0
